Message,Category
Earn money fast! Start today: https://netflix-support.com,Spam
Your payment of ₹2236 was successful.,Transactional
You've won a prize! Claim now: https://secure-update.cards,Spam
Introducing our new range. Learn more: https://secure.bankportal.in/login,Promotional
Earn money fast! Start today: https://confirm-payee.click,Spam
Final notice. Update your info: https://fakewebsite.com,Spam
Limited time offer! Visit https://trip.com to grab your discount,Promotional
Thanks for your purchase. View invoice: https://www.officialstore.com,Transactional
Reset your password now at https://verify-now.online,Spam
Enjoy 30% off on all products. Shop now at https://secure.bankportal.in/login,Promotional
Enjoy 30% off on all products. Shop now at https://trip.com,Promotional
Limited time offer! Visit https://www.officialstore.com to grab your discount,Promotional
Reset your password now at https://netflix-support.com,Spam
Don't miss out! Sale ends soon at https://cleartrip.com,Promotional
Your package with tracking ID 781202 has been shipped.,Transactional
Find your perfect gift at https://flipkart.com/deals,Promotional
Your OTP is 358036. Do not share it with anyone.,Transactional
Your payment of ₹8714 was successful.,Transactional
Final notice. Update your info: https://fakewebsite.com,Spam
Track your shipment here: https://www.airtel.in/recharge,Transactional
Invoice for your order is available here: https://merchant-site.com/receipt,Transactional
Introducing our new range. Learn more: https://secure.bankportal.in/login,Promotional
Your booking is confirmed. View details: https://secure.bankportal.in/login,Transactional
Enjoy 30% off on all products. Shop now at https://merchant-site.com/receipt,Promotional
Upgrade your plan today: https://secure.bankportal.in/login,Promotional
Reset your password now at https://verify-now.online,Spam
Limited time offer! Visit https://www.myntra.com to grab your discount,Promotional
Invoice for your order is available here: https://bluedart.com/track,Transactional
Earn money fast! Start today: https://urgentupdate.co,Spam
Your dream vacation awaits! Book at https://bluedart.com/track,Promotional
Find your perfect gift at https://secure.bankportal.in/login,Promotional
Final notice. Update your info: https://login-now-security.xyz,Spam
Track your shipment here: https://www.officialstore.com,Transactional
Limited time offer! Visit https://www.airtel.in/recharge to grab your discount,Promotional
You're selected! Redeem your reward at https://iphone14winner.com,Spam
Your payment of ₹9042 was successful.,Transactional
Your OTP is 921823. Do not share it with anyone.,Transactional
Confirm your payment details: https://verify-now.online,Spam
Upgrade your plan today: https://cleartrip.com,Promotional
"Login successful from new device. If not you, visit https://bluedart.com/track",Transactional
"Login successful from new device. If not you, visit https://flipkart.com/deals",Transactional
Exclusive deals available here: https://www.myntra.com,Promotional
Upgrade your plan today: https://merchant-site.com/receipt,Promotional
Final notice. Update your info: https://winfreecash.com,Spam
Limited time offer! Visit https://www.myntra.com to grab your discount,Promotional
Reset your password now at https://login-now-security.xyz,Spam
Your booking is confirmed. View details: https://trip.com,Transactional
Find your perfect gift at https://www.myntra.com,Promotional
Your booking is confirmed. View details: https://bluedart.com/track,Transactional
Exclusive deals available here: https://cleartrip.com,Promotional
Confirm your payment details: https://fakewebsite.com,Spam
Confirm your payment details: https://netflix-support.com,Spam
Introducing our new range. Learn more: https://bluedart.com/track,Promotional
Get free recharge. Click here: https://fakewebsite.com,Spam
Urgent: Your account will be blocked. Verify at https://urgentupdate.co,Spam
Your package is waiting. Pay delivery fees at https://confirm-payee.click,Spam
Earn money fast! Start today: https://confirm-payee.click,Spam
Enjoy 30% off on all products. Shop now at https://flipkart.com/deals,Promotional
Your package is waiting. Pay delivery fees at https://login-now-security.xyz,Spam
Find your perfect gift at https://secure.bankportal.in/login,Promotional
Get free recharge. Click here: https://urgentupdate.co,Spam
Your transaction ID is TXN961489. Please keep it for your records.,Transactional
Check out our latest deals at https://bluedart.com/track,Promotional
Enjoy 30% off on all products. Shop now at https://flipkart.com/deals,Promotional
Thanks for your purchase. View invoice: https://flipkart.com/deals,Transactional
You've won a prize! Claim now: https://get-rich-fast.biz,Spam
Introducing our new range. Learn more: https://www.officialstore.com,Promotional
"Login successful from new device. If not you, visit https://cleartrip.com",Transactional
Track your shipment here: https://flipkart.com/deals,Transactional
Limited time offer! Visit https://www.airtel.in/recharge to grab your discount,Promotional
Your package is waiting. Pay delivery fees at https://urgentupdate.co,Spam
Visit our store: https://trip.com for more details,Promotional
Introducing our new range. Learn more: https://www.officialstore.com,Promotional
Your payment of ₹5067 was successful.,Transactional
Introducing our new range. Learn more: https://www.myntra.com,Promotional
"Login successful from new device. If not you, visit https://trip.com",Transactional
Find your perfect gift at https://www.airtel.in/recharge,Promotional
Thanks for your purchase. View invoice: https://merchant-site.com/receipt,Transactional
Visit our store: https://cleartrip.com for more details,Promotional
Your dream vacation awaits! Book at https://www.airtel.in/recharge,Promotional
Find your perfect gift at https://www.airtel.in/recharge,Promotional
Check out our latest deals at https://trip.com,Promotional
Your dream vacation awaits! Book at https://trip.com,Promotional
Confirm your payment details: https://login-now-security.xyz,Spam
Introducing our new range. Learn more: https://cleartrip.com,Promotional
Limited time offer! Visit https://www.airtel.in/recharge to grab your discount,Promotional
Limited time offer! Visit https://bluedart.com/track to grab your discount,Promotional
You've won a prize! Claim now: https://urgentupdate.co,Spam
Introducing our new range. Learn more: https://secure.bankportal.in/login,Promotional
Find your perfect gift at https://flipkart.com/deals,Promotional
Introducing our new range. Learn more: https://www.officialstore.com,Promotional
Track your shipment here: https://merchant-site.com/receipt,Transactional
Your dream vacation awaits! Book at https://bluedart.com/track,Promotional
Reset your password now at https://get-rich-fast.biz,Spam
Enjoy 30% off on all products. Shop now at https://amazon.in/sale,Promotional
Invoice for your order is available here: https://merchant-site.com/receipt,Transactional
Click here to win an iPhone: https://get-rich-fast.biz,Spam
Invoice for your order is available here: https://bluedart.com/track,Transactional
Your package is waiting. Pay delivery fees at https://urgentupdate.co,Spam
Check out our latest deals at https://www.officialstore.com,Promotional
Track your shipment here: https://merchant-site.com/receipt,Transactional
Enjoy 30% off on all products. Shop now at https://www.airtel.in/recharge,Promotional
Upgrade your plan today: https://trip.com,Promotional
Urgent: Your account will be blocked. Verify at https://secure-update.cards,Spam
Your OTP is 928934. Do not share it with anyone.,Transactional
Earn money fast! Start today: https://confirm-payee.click,Spam
Your payment of ₹1666 was successful.,Transactional
Your transaction ID is TXN540756. Please keep it for your records.,Transactional
You're selected! Redeem your reward at https://winfreecash.com,Spam
Your booking is confirmed. View details: https://bluedart.com/track,Transactional
Earn money fast! Start today: https://login-now-security.xyz,Spam
Your transaction ID is TXN239572. Please keep it for your records.,Transactional
Your dream vacation awaits! Book at https://secure.bankportal.in/login,Promotional
You're selected! Redeem your reward at https://fakewebsite.com,Spam
Visit our store: https://www.officialstore.com for more details,Promotional
Invoice for your order is available here: https://bluedart.com/track,Transactional
Check out our latest deals at https://www.officialstore.com,Promotional
